G1,-7.98,0.03
G2,-1.83,0.01
G3,-4.52,0.24
G4,-11.24, 0.61
G5,-13.57,0.14
G6,-16.67,0.40
G7,-14.79,1.09
G8,-4.09,0.73
G9,-15.16,0.46
G10,-17.57,0.05
