G1,-0.71,0.04
G2,6.79,0.05
G3,19.53,0.10
G4,-10.21,0.51
G5,-12.51,0.33
G6,-10.69,0.02
G7,-23.54,0.95
G8,-3.15,0.93
G9,-14.00,0.38
G10,-16.86,0.07
